EGID,Official Building No,Building Status,Building Category,Building Class,Date of Construction,Year of Demolition,Surface Area of Building,Number of Floors,Heating Device Info,Record Modification Info
142432,8607,1007,1020,1110,1931,2016,44,4,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142433,8608,1007,1020,1110,1931,2016,44,4,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142434,8609,1007,1020,1110,1931,2016,43,4,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142435,8610,1007,1020,1110,1931,2016,44,4,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142436,8611,1007,1020,1121,1931,2016,81,4,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142437,8618,1007,1020,1110,1931,2016,45,4,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142438,8619,1007,1020,1110,1931,2016,44,4,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142439,8620,1007,1020,1110,1931,2016,43,4,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142440,8621,1007,1020,1110,1931,2016,44,4,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142441,8622,1007,1020,1110,1931,2016,43,4,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142442,8623,1007,1020,1110,1931,2016,44,4,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142443,8624,1007,1020,1121,1931,2016,80,4,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142444,8631,1007,1020,1110,1931,2016,45,4,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142445,8632,1007,1020,1110,1931,2016,44,4,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142446,8633,1007,1020,1110,1931,2016,43,4,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142447,8634,1007,1020,1110,1931,2016,44,4,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142448,8635,1007,1020,1110,1931,2016,44,4,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142449,8636,1007,1020,1110,1931,2016,43,4,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142450,8637,1007,1020,1121,1931,2016,81,4,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142453,8644,1007,1020,1122,1931,2016,177,5,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142454,8645,1007,1020,1122,1931,2016,178,5,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142455,8728,1007,1020,1122,1932,2016,178,5,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142456,8729,1007,1020,1122,1932,2016,178,5,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142457,8237,1007,1020,1110,1929,2016,51,4,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142458,8241,1007,1020,1110,1929,2016,51,4,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142459,8240,1007,1020,1110,1929,2016,51,4,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142460,8239,1007,1020,1110,1929,2016,50,4,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142461,8238,1007,1020,1110,1929,2016,66,4,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142484,N/A,1007,1020,1110,N/A,1999,N/A,3,"heatGeneratorHeating: 7431, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
142485,N/A,1007,1020,1110,N/A,1999,N/A,3,"heatGeneratorHeating: 7431, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
142486,N/A,1007,1020,1122,N/A,1999,N/A,3,"heatGeneratorHeating: 7431, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
142491,8260,1007,1020,1122,1929,2016,193,5,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142492,8261,1007,1020,1122,1929,2016,193,5,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142493,8263,1007,1020,1122,1929,2016,195,5,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142494,8264,1007,1020,1122,1929,2016,193,5,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142496,8242,1007,1020,1110,1929,2016,53,4,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142497,8243,1007,1020,1110,1929,2016,52,4,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142498,8244,1007,1020,1110,1929,2016,51,4,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142499,8245,1007,1020,1110,1929,2016,52,4,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142500,8246,1007,1020,1110,1929,2016,66,4,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142545,226,1007,1020,1110,1946-01,2022,121,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2021-03-18","createDate: 2001-11-29, updateDate: 2022-07-04"
142550,7773,1007,1020,1122,1912,2014,124,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-08-14"
142576,7896,1007,1020,1122,1923,2014,177,4,"heatGeneratorHeating: 7430, energySourceHeating: 7599, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-04-10"
142577,7895,1007,1020,1122,1923,2013,180,5,"heatGeneratorHeating: 7430, energySourceHeating: 7599, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-01-28"
142579,7893,1007,1020,1110,1923,2013,52,4,"heatGeneratorHeating: 7430, energySourceHeating: 7599, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-01-28"
142580,7900,1007,1020,1110,1923,2014,46,4,"heatGeneratorHeating: 7430, energySourceHeating: 7599, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-04-10"
142581,7894,1007,1020,1110,1923,2013,47,4,"heatGeneratorHeating: 7430, energySourceHeating: 7599, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-01-28"
142582,7899,1007,1020,1110,1924,2014,46,4,"heatGeneratorHeating: 7430, energySourceHeating: 7599, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-04-10"
142583,7892,1007,1020,1110,1923,2013,47,4,"heatGeneratorHeating: 7430, energySourceHeating: 7599, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-01-28"
142584,7898,1007,1020,1110,1923,2014,51,4,"heatGeneratorHeating: 7430, energySourceHeating: 7599, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-04-10"
142585,7891,1007,1020,1110,1923,2013,52,4,"heatGeneratorHeating: 7430, energySourceHeating: 7599, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-01-28"
142586,7901,1007,1020,1110,1923,2014,51,4,"heatGeneratorHeating: 7430, energySourceHeating: 7599, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-04-10"
142587,7890,1007,1020,1110,1923,2013,52,4,"heatGeneratorHeating: 7430, energySourceHeating: 7599, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-01-28"
142588,7904,1007,1020,1110,1923,2014,45,4,"heatGeneratorHeating: 7430, energySourceHeating: 7599, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-04-10"
142589,7888,1007,1020,1110,1923,2013,46,4,"heatGeneratorHeating: 7430, energySourceHeating: 7599, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-01-28"
142590,7903,1007,1020,1110,1923,2014,45,4,"heatGeneratorHeating: 7430, energySourceHeating: 7599, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-04-10"
142591,7889,1007,1020,1110,1923,2013,46,4,"heatGeneratorHeating: 7430, energySourceHeating: 7599, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-01-28"
142592,7902,1007,1020,1110,1923,2014,51,4,"heatGeneratorHeating: 7430, energySourceHeating: 7599, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-04-10"
142593,7887,1007,1020,1110,1923,2013,52,4,"heatGeneratorHeating: 7430, energySourceHeating: 7599, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-01-28"
142594,7905,1007,1020,1122,1923,2014,158,5,"heatGeneratorHeating: 7430, energySourceHeating: 7599, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-04-10"
142595,7886,1007,1020,1122,1923,2013,162,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-01-28"
142600,7906,1007,1020,1122,1923,2014,163,5,"heatGeneratorHeating: 7430, energySourceHeating: 7599, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-04-10"
142602,7774,1007,1020,1122,1912,2014,190,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-08-14"
142603,7775,1007,1020,1122,1912,2014,183,6,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-08-14"
142607,7778,1007,1020,1122,1912,2014,112,5,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-08-14"
142608,7779,1007,1020,1122,1912,2014,185,5,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-08-14"
142609,7780,1007,1020,1122,1912,2014,114,5,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-08-14"
142612,8945,1007,1020,1122,1935,2012,106,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2013-09-26"
142614,7419,1007,1020,1122,1949,2019,143,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2020-01-24"
142619,WO01284,1007,1020,1122,1931-01,2022,150,4,"heatGeneratorHeating: 7410, energySourceHeating: 7511, informationSourceHeating: 859, revisionDate: 2020-10-21","createDate: 2001-11-29, updateDate: 2022-08-08"
142620,WO01284,1007,1020,1122,1931-01,2022,152,4,"heatGeneratorHeating: 7410, energySourceHeating: 7511, informationSourceHeating: 859, revisionDate: 2020-10-21","createDate: 2001-11-29, updateDate: 2022-08-08"
142621,WO01280,1007,1020,1122,1931-01,2022,182,5,"heatGeneratorHeating: 7410, energySourceHeating: 7511, informationSourceHeating: 859, revisionDate: 2020-10-21","createDate: 2001-11-29, updateDate: 2022-08-08"
142622,WO01286,1007,1020,1122,1931-01,2022,150,5,"heatGeneratorHeating: 7410, energySourceHeating: 7511, informationSourceHeating: 859, revisionDate: 2020-10-21","createDate: 2001-11-29, updateDate: 2022-08-08"
142623,WO01286,1007,1020,1122,1931-01,2022,150,5,"heatGeneratorHeating: 7410, energySourceHeating: 7511, informationSourceHeating: 859, revisionDate: 2020-10-21","createDate: 2001-11-29, updateDate: 2022-08-08"
142624,WO01288,1007,1020,1122,1931-01,2022,180,5,"heatGeneratorHeating: 7410, energySourceHeating: 7511, informationSourceHeating: 859, revisionDate: 2020-10-21","createDate: 2001-11-29, updateDate: 2022-08-08"
142625,WO01289,1007,1020,1122,1931-01,2022,150,5,"heatGeneratorHeating: 7410, energySourceHeating: 7511, informationSourceHeating: 859, revisionDate: 2020-10-21","createDate: 2001-11-29, updateDate: 2022-08-08"
142626,WO01289,1007,1020,1122,1931-01,2022,149,5,"heatGeneratorHeating: 7410, energySourceHeating: 7511, informationSourceHeating: 859, revisionDate: 2020-10-21","createDate: 2001-11-29, updateDate: 2022-08-08"
142631,WO01279,1007,1020,1122,1931-01,2022,130,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 859, revisionDate: 2020-09-30","createDate: 2001-11-29, updateDate: 2022-08-08"
142634,261WO00062,1007,1020,1110,1944,2020,161,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2020-07-14"
142637,8887,1007,1020,1110,1934,2012,71,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2013-09-26"
142659,267,1007,1020,1122,1947-01,2023,150,5,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2019-08-15","createDate: 2001-11-29, updateDate: 2023-01-23"
142664,261WO00218,1007,1020,1110,1946,2021,79,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2021-04-09"
142665,261WO00219,1007,1020,1110,1946,2021,72,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2021-04-09"
142713,WO02054,1007,1020,1110,1955-01,2023,198,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 859, revisionDate: 2018-11-24","createDate: 2001-11-29, updateDate: 2023-09-19"
142750,8547,1007,1020,1110,1931,2016,121,3,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
142813,8710,1007,1020,1110,1932,2012,115,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-05-15"
142855,LE00111,1007,1020,1122,1926-01,2023,185,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 859, revisionDate: 2021-04-03","createDate: 2001-11-29, updateDate: 2023-11-15"
142856,LE00113,1007,1020,1122,1926-01,2023,187,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 859, revisionDate: 2021-04-03","createDate: 2001-11-29, updateDate: 2023-11-15"
