EGID,Official Building No,Building Status,Building Category,Building Class,Date of Construction,Year of Demolition,Surface Area of Building,Number of Floors,Heating Device Info,Record Modification Info
151726,1165,1007,1020,1110,1923-01,2022,86,4,"heatGeneratorHeating: 7410, energySourceHeating: 7510, informationSourceHeating: 859, revisionDate: 2021-11-08","createDate: 2001-11-29, updateDate: 2022-02-21"
151727,1166,1007,1020,1110,1923-01,2022,85,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2019-01-05","createDate: 2001-11-29, updateDate: 2022-02-21"
152055,UN01993,1007,1020,1122,1934-01,2023,155,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2018-11-24","createDate: 2001-11-29, updateDate: 2023-11-29"
152076,26672,1007,1020,1122,1929,2019,200,6,"heatGeneratorHeating: 7411, energySourceHeating: 7598, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2020-01-24"
152101,26666,1007,1020,1122,1929,2010,142,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
152105,26669,1007,1020,1122,1929,2019,198,6,"heatGeneratorHeating: 7411, energySourceHeating: 7598, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2020-01-24"
152107,26670,1007,1020,1122,1929,2019,199,6,"heatGeneratorHeating: 7411, energySourceHeating: 7598, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2020-01-24"
152109,26671,1007,1020,1122,1929,2019,198,6,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2020-01-24"
152166,25823,1007,1020,1122,1910,2018,175,7,"heatGeneratorHeating: 7410, energySourceHeating: 7598, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2019-10-24"
152167,25824,1007,1020,1122,1910,2018,177,7,"heatGeneratorHeating: 7431, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2019-10-24"
152680,25799,1007,1020,1122,1910,2012,209,7,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2013-09-26"
152819,25132,1007,1020,1122,1862,2009,232,6,"heatGeneratorHeating: 7436, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
152820,25133,1007,1020,1122,1862,2009,233,6,"heatGeneratorHeating: 7436, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
152828,N/A,1007,1020,1110,N/A,1999,N/A,2,"heatGeneratorHeating: 7436, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
153059,27893,1007,1020,1121,1844,2008,75,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
153075,102,1007,1020,1122,1948-01,2022,160,5,"heatGeneratorHeating: 7410, energySourceHeating: 7511, informationSourceHeating: 859, revisionDate: 2021-03-22","createDate: 2001-11-29, updateDate: 2022-05-17"
153076,103,1007,1020,1122,1948-01,2022,161,5,"heatGeneratorHeating: 7410, energySourceHeating: 7511, informationSourceHeating: 859, revisionDate: 2021-06-09","createDate: 2001-11-29, updateDate: 2022-03-07"
153097,28996,1007,1020,1121,1921,2014,121,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-10-16"
153100,28200,1007,1020,1121,1968,2006,111,3,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
153107,1392,1007,1020,1122,1928-01,2022,158,3,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2021-02-14","createDate: 2001-11-29, updateDate: 2022-10-24"
153174,1570,1007,1020,1122,1933-01,2023,244,6,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2018-11-25","createDate: 2001-11-29, updateDate: 2023-06-20"
153176,29444,1007,1020,1122,1931,2016,294,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
153390,OB01190,1007,1020,1122,1924-01,2023,132,5,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2020-09-06","createDate: 2001-11-29, updateDate: 2023-03-22"
153403,OB00884,1007,1020,1110,1919-01,2023,88,5,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2020-09-04","createDate: 2001-11-29, updateDate: 2023-02-23"
153464,29239,1007,1020,1122,1926,2016,218,5,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
153561,27101599,1007,1020,1122,1937,2020,205,6,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2020-04-07"
153681,1633,1007,1020,1122,1941-01,2023,241,6,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 859, revisionDate: 2021-04-14","createDate: 2001-11-29, updateDate: 2023-11-16"
153777,29418,1007,1020,1121,1930,2009,115,4,"heatGeneratorHeating: 7430, energySourceHeating: 7599, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
153951,29285,1007,1020,1122,1927,2010,214,5,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
153968,27877,1007,1020,1122,1949,2013,220,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2013-11-05"
153994,28044,1007,1020,1122,1952,2010,249,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
154123,261OB01116,1007,1020,1110,1923,2020,158,5,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2020-06-15"
154221,29031,1007,1020,1110,1923,2015,83,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-07-16"
154281,29171,1007,1020,1110,1925,2015,89,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-07-16"
154309,30642,1007,1020,1110,1912,2003,154,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
154334,31565,1007,1020,1122,1960,2016,248,6,"heatGeneratorHeating: 7410, energySourceHeating: 7598, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2019-10-24"
154348,261FL00888,1007,1020,1110,1925,2021,136,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2021-08-12"
154356,FL00073,1007,1020,1110,1948-01,2023,176,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2018-01-03","createDate: 2001-11-29, updateDate: 2023-12-05"
154360,972,1007,1020,1110,1928-01,2023,134,5,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2021-08-22","createDate: 2001-11-29, updateDate: 2023-04-14"
154382,30872,1007,1020,1110,1924,2012,87,5,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-10-20"
154391,30593,1007,1020,1110,1957,2003,205,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
154405,31280,1007,1020,1110,1931,2009,154,3,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
154461,30441,1007,1020,1110,1904,2019,303,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2020-01-24"
154466,30423,1007,1020,1110,1803,2013,86,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-22"
154509,261FL00200,1007,1020,1110,1950,2020,101,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2020-10-08"
154544,31419,1007,1020,1110,1936,2017,115,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2018-02-13"
154545,31420,1007,1020,1110,1936,2017,92,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2018-02-13"
154556,31273,1007,1020,1122,1930,2010,136,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
154565,30242,1007,1020,1121,1952,2004,225,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
154566,30571,1007,1020,1122,1910,2015,229,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-10-16"
154607,N/A,1007,1020,1110,1927,2007,N/A,3,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
154614,31620,1007,1020,1122,1950,2010,200,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
154615,31622,1007,1020,1122,1950,2010,200,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
154654,30971,1007,1020,1110,1925-12,2012,199,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2012-07-10"
154716,26600019,1007,1020,1110,1950,2020,169,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2020-04-07"
154723,29859,1007,1020,1110,1942,2014,138,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-04-10"
154724,31053,1007,1020,1110,1927,2013,160,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-01-28"
154729,30125,1007,1020,1122,1978,2009,235,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
154750,31528,1007,1020,1122,1939,2015,143,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-07-16"
154762,30256,1007,1020,1122,1952,2013,270,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-22"
154769,30154,1007,1020,1121,1951,2003,253,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
154771,30155,1007,1020,1121,1951,2003,217,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
154772,30168,1007,1020,1121,1951,2003,217,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
154778,31523,1007,1020,1122,1939,2016,211,5,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
154786,31194,1007,1020,1122,1929,2014,192,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-08-14"
154787,31206,1007,1020,1122,1929,2014,193,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-08-14"
154788,31193,1007,1020,1122,1929,2014,190,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-08-14"
154789,31192,1007,1020,1122,1929,2014,191,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-08-14"
154790,31189,1007,1020,1122,1929,2014,191,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-08-14"
154808,FL01001,1007,1020,1122,1928-01,2023,179,5,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2021-02-16","createDate: 2001-11-29, updateDate: 2023-11-23"
154814,31391,1007,1020,1110,1934,2016,133,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
154821,31520,1007,1020,1122,1939,2011,165,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
154860,31519,1007,1020,1122,1939,2011,206,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
154881,31196,1007,1020,1122,1929,2016,193,5,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
154882,31203,1007,1020,1122,1929,2016,192,5,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
154883,31204,1007,1020,1122,1929,2016,192,5,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
154884,31205,1007,1020,1122,1929,2016,193,5,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
154896,54,1007,1020,1122,1962-01,2023,141,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 859, revisionDate: 2020-01-20","createDate: 2001-11-29, updateDate: 2023-07-20"
154897,54,1007,1020,1122,1961-01,2023,140,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 859, revisionDate: 2019-06-13","createDate: 2001-11-29, updateDate: 2023-07-20"
154905,31216,1007,1020,1122,1929,2016,195,5,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
154906,31217,1007,1020,1122,1929,2016,192,5,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
154907,31207,1007,1020,1122,1929,2016,192,5,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
154908,31195,1007,1020,1122,1929,2014,191,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-08-14"
154909,31191,1007,1020,1122,1929,2016,193,5,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
154910,31197,1007,1020,1122,1929,2016,191,5,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
154911,31190,1007,1020,1122,1929,2016,192,5,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
154912,31188,1007,1020,1122,1929,2016,193,5,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
154913,31214,1007,1020,1122,1929,2016,190,5,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
154914,31215,1007,1020,1122,1929,2016,113,5,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
154948,30477,1007,1020,1110,1907,2016,134,5,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
154984,1216,1007,1020,1122,1934-01,2022,177,5,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2021-04-29","createDate: 2001-11-29, updateDate: 2022-05-16"
155001,732,1007,1020,1110,1959-01,2023,88,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2018-11-25","createDate: 2001-11-29, updateDate: 2023-01-30"
155015,31426,1007,1020,1110,1937,2009,146,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
155019,30970,1007,1020,1110,1925,2004,186,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
155132,31000,1007,1020,1110,1926,2003,186,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
155154,444,1007,1020,1122,1976-01,2023,338,5,"heatGeneratorHeating: 7410, energySourceHeating: 7511, informationSourceHeating: 859, revisionDate: 2022-01-10","createDate: 2001-11-29, updateDate: 2023-01-24"
155155,31082,1007,1020,1110,1928,2010,140,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
155169,31234,1007,1020,1122,1929,2019,168,5,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2020-01-24"
155191,30299,1007,1020,1121,1892,2008,176,6,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
155298,FL01226,1007,1020,1110,1935-01,2022,58,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 859, revisionDate: 2019-11-01","createDate: 2001-11-29, updateDate: 2022-10-06"
155325,33918,1007,1020,1110,1922,2008,65,5,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
155326,33919,1007,1020,1110,1922,2008,98,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
155344,33929,1007,1020,1110,1924,2004,104,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
155370,175,1007,1020,1110,1945-01,2022,204,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 859, revisionDate: 2021-04-29","createDate: 2001-11-29, updateDate: 2022-02-14"
155373,32376,1007,1020,1110,1945,2012,86,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2012-07-10"
155391,32197,1007,1020,1110,1951,2009,74,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
155392,32218,1007,1020,1110,1951,2009,78,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
155422,33787,1007,1020,1110,1912,2010,114,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
155439,34134,1007,1020,1121,1930,2013,268,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2013-11-05"
155457,32404,1007,1020,1122,1951,2017,150,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2018-02-13"
155496,32578,1007,1020,1121,1866,2005,115,5,"heatGeneratorHeating: 7436, energySourceHeating: 7540, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
155556,32423,1007,1020,1110,1946,2005,118,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
155566,34191,1007,1020,1121,1935,2009,93,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
155581,261HO01546,1007,1020,1110,1927,2020,144,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2020-11-06"
155622,33422,1007,1020,1110,1904,2007,275,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
155634,33817,1007,1020,1110,1912,2004,92,3,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
155650,33150,1007,1020,1110,1896,2003,207,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
155700,261HO01721,1007,1020,1122,1931,2020,333,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2021-01-11"
155702,34277,1007,1020,1110,1940,2018,195,5,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2019-10-24"
155703,32891,1007,1020,1122,1954,2014,199,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-08-14"
155927,34226,1007,1020,1122,1938,2014,209,6,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-02-05"
155935,32521,1007,1020,1122,1862,2011,289,6,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
156120,N/A,1007,1020,1110,1919,2007,N/A,1,"heatGeneratorHeating: 7436, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
156121,32278,1007,1020,1121,1833,2007,117,4,"heatGeneratorHeating: 7436, energySourceHeating: 7540, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
156128,N/A,1007,1020,1121,N/A,1999,N/A,2,"heatGeneratorHeating: 7436, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
156133,N/A,1007,1020,1110,1919,1999,N/A,3,"heatGeneratorHeating: 7430, energySourceHeating: 7540, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
156170,N/A,1007,1020,1122,1919,2007,N/A,3,"heatGeneratorHeating: 7436, energySourceHeating: 7540, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
156425,33169,1007,1020,1121,1896,2005,108,5,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
156552,HO00664,1007,1020,1122,1885-01,2023,156,5,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2019-05-22","createDate: 2001-11-29, updateDate: 2023-12-21"
156614,33779,1007,1020,1121,1912,2003,80,7,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
156670,261HI01116,1007,1020,1110,1925,2021,163,3,"heatGeneratorHeating: 7410, energySourceHeating: 7598, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2021-08-12"
