EGID,Date of Construction,Year of Demolition,Surface Area of Building,Number of Floors,Age
302053638,1947,2000,45.0,4,77
302053639,1947,2000,46.0,4,77
302053640,1947,2000,46.0,4,77
302053641,1947,2000,47.0,4,77
302053856,1947,2000,53.0,4,77
302053857,1947,2000,52.0,4,77
302053858,1947,2000,54.0,4,77
302053860,1947,2000,52.0,4,77
302053861,1947,2000,52.0,4,77
302053862,1947,2000,52.0,4,77
302053863,1947,2000,54.0,4,77
302053864,1947,2000,54.0,4,77
302053866,1947,2000,52.0,4,77
302053867,1947,2000,52.0,4,77
302053883,1947,2000,52.0,4,77
302053884,1947,2000,52.0,4,77
302053885,1947,2000,54.0,4,77
302053887,1947,2000,52.0,4,77
302053888,1947,2000,52.0,4,77
302053889,1947,2000,52.0,4,77
302053890,1947,2000,54.0,4,77
302053891,1947,2000,54.0,4,77
302053893,1947,2000,52.0,4,77
302053894,1947,2000,53.0,4,77
302053914,1947,2002,146.0,5,77
302053915,1948,2002,159.0,5,76
302053916,1948,2002,159.0,5,76
